RegNo,Name,Age,Gender,Branch,Year,Section,CollegeName,MentorName,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,IAT1,IAT2,IAT3,Attendance,StudyHoursPerDay,Backlogs,FatherIncome,MotherIncome,HasSiblings,SiblingCount,StressScore,SleepHours,MentalHealthIndex,ExerciseHours,ScreenTime,RiskLevel
CMR2023152,Denise Jones,18,Female,CIVIL,3,A,CMRIT,Dr. Ramesh,5.37,5.89,6.26,5.35,9.11,9.55,7.04,7.26,6.92,26,26,25,84,1,5,9427,107105,True,0,99,4,0.83,9,1,High
CMR2023878,Michelle Jackson,20,Male,EEE,4,B,CMRIT,Prof. Kavya,6.86,9.63,9.21,7.15,5.8,9.21,6.23,7.02,7.64,28,30,25,78,7,3,110785,73779,False,0,29,6,0.7,4,6,Low
CMR2023710,Anthony Jones,21,Male,CSE,2,A,CMRIT,Prof. Meena,9.35,6.38,6.2,8.88,7.94,5.59,5.91,5.61,7.7,24,20,30,96,4,3,74408,147727,True,1,40,7,0.87,4,6,Low
CMR2023462,Riley Bryant,21,Female,EEE,1,A,CMRIT,Prof. Kavya,9.24,8.79,7.9,8.96,8.61,6.83,8.28,5.71,9.02,23,27,23,88,4,5,74339,30460,False,0,29,7,0.93,7,4,Low
CMR2023046,John Pierce,19,Female,CSE,2,C,CMRIT,Dr. Ramesh,5.46,7.65,6.88,7.27,5.79,6.56,6.62,9.71,6.81,29,21,20,68,6,4,45784,46264,True,0,54,7,0.76,7,10,Medium
CMR2024021,Olivia Ayers,18,Male,MECH,4,B,CMRIT,Dr. Ramesh,5.43,5.51,9.43,7.51,8.74,7.24,9.65,7.01,7.56,21,24,24,72,7,0,128308,122618,False,0,31,8,0.75,10,7,Medium
CMR2023878,Michelle Jackson,20,Male,EEE,4,B,CMRIT,Prof. Kavya,6.86,9.63,9.21,7.15,5.8,9.21,6.23,7.02,7.64,28,30,25,78,7,3,110785,73779,False,0,29,6,0.7,4,6,Low
CMR2023021,Patty Perez,18,Male,AIML,1,C,CMRIT,Prof. Kavya,6.19,7.37,5.57,9.74,7.33,6.28,6.84,8.03,6.78,21,22,24,100,3,1,33337,11731,False,0,93,9,0.94,6,7,High
CMR2023527,Michelle Jacobs,22,Male,ECE,1,A,CMRIT,Dr. Ramesh,9.34,7.76,6.84,6.58,8.6,7.75,8.14,8.23,8.55,26,22,25,86,2,7,14052,79162,False,0,92,8,0.33,8,1,High
CMR2023669,Michael Morrison,18,Female,MECH,3,C,CMRIT,Prof. Kavya,6.84,6.32,7.57,6.55,5.62,7.79,8.76,7.52,6.78,24,25,24,61,2,3,17359,13240,False,0,52,6,0.76,4,8,Medium
CMR2023852,Victor Edwards,21,Female,EEE,1,B,CMRIT,Prof. Meena,5.88,9.46,6.88,9.93,9.54,9.74,8.29,5.77,7.67,29,28,23,68,2,5,61449,89047,False,0,71,8,0.66,11,8,Medium
CMR2023265,Joshua Reed,21,Male,ECE,2,A,CMRIT,Prof. Meena,8.09,8.0,5.75,9.79,5.85,7.84,5.07,7.63,7.91,27,30,27,67,3,3,36067,63847,True,1,54,6,0.82,6,3,Medium
CMR2023995,Brittany Ward,22,Female,CSE,2,B,CMRIT,Prof. Kavya,5.01,6.39,6.1,8.41,9.6,6.14,8.64,8.45,6.48,21,25,29,57,1,0,52480,43002,True,1,81,4,0.57,9,4,High
CMR2024026,Lee Steele,22,Female,CIVIL,1,A,CMRIT,Prof. Meena,6.65,9.04,9.2,9.87,5.55,7.3,8.79,5.89,7.84,28,23,21,95,6,3,62760,86539,True,0,27,5,0.97,1,5,Low
CMR2023500,Jennifer Banks,20,Male,ECE,2,C,CMRIT,Prof. Kavya,9.5,7.49,8.02,9.99,9.6,9.69,9.64,7.74,8.75,26,27,21,90,6,0,22160,93694,True,2,38,5,0.97,7,4,Low
CMR2023399,Hannah Luna,20,Female,EEE,4,B,CMRIT,Prof. Meena,5.14,7.79,9.79,7.1,8.78,8.08,6.51,6.21,7.42,28,25,22,69,0,1,147414,81898,True,3,36,7,0.77,7,9,Medium
CMR2023888,Chris Velazquez,18,Male,CIVIL,3,B,CMRIT,Prof. Kavya,8.25,9.04,5.22,6.17,5.45,9.56,8.0,8.81,7.28,25,28,24,82,7,7,9603,127852,True,2,39,4,0.46,9,8,High
CMR2023385,Chad Scott,21,Male,CSE,4,A,CMRIT,Dr. Arvind,7.96,6.18,5.11,5.09,8.92,7.88,5.02,7.31,6.68,22,26,20,86,4,4,144845,143284,True,2,22,4,0.63,13,7,High
CMR2023201,Ricky Davis II,18,Female,AIML,2,C,CMRIT,Prof. Meena,7.27,7.21,8.01,5.03,9.41,6.39,8.14,9.1,6.88,23,20,22,93,4,5,43864,19434,False,0,24,5,0.9,10,10,Medium
CMR2023111,Shannon Walker,21,Male,EEE,3,B,CMRIT,Dr. Arvind,5.43,7.28,6.84,6.46,8.92,8.7,6.21,6.84,7.27,27,23,28,100,5,0,69258,44470,True,3,23,5,0.68,10,1,Medium
CMR2023878,Michelle Jackson,20,Male,EEE,4,B,CMRIT,Prof. Kavya,6.86,9.63,9.21,7.15,5.8,9.21,6.23,7.02,7.64,28,30,25,78,7,3,110785,73779,False,0,29,6,0.7,4,6,Low
CMR2024152,Jillian Wilson,22,Male,ECE,3,C,CMRIT,Prof. Meena,7.58,5.39,6.36,8.06,7.58,6.06,9.1,6.69,6.84,26,22,24,76,8,6,16831,98188,False,0,52,6,0.53,9,10,High
CMR2023108,Evelyn Galvan,20,Female,MECH,1,B,CMRIT,Prof. Meena,8.65,9.23,5.29,5.43,7.17,7.27,8.04,6.55,8.94,30,22,21,50,5,2,8320,40969,True,1,83,6,0.67,12,5,High
CMR2023051,Danny Morgan,22,Male,ECE,4,C,CMRIT,Prof. Kavya,9.79,7.25,9.05,9.19,9.91,5.42,8.23,5.2,8.01,27,27,28,83,0,5,142035,46614,False,0,67,6,0.57,12,6,Medium
CMR2023270,Jasmin Alvarado,20,Male,ECE,1,B,CMRIT,Dr. Arvind,7.95,9.76,9.18,5.77,5.41,9.15,8.3,7.27,8.86,24,29,30,48,3,0,6521,91357,True,3,61,9,1.0,14,10,High
CMR2023119,Jeffrey Chandler,23,Male,ECE,1,A,CMRIT,Prof. Kavya,7.93,9.59,8.87,9.23,9.3,9.8,6.87,9.71,8.76,26,29,21,81,5,2,93227,84105,False,0,37,5,0.81,6,8,Low
CMR2023204,Erin Warner,23,Female,AIML,1,A,CMRIT,Dr. Ramesh,7.32,8.98,8.69,6.04,8.08,7.07,5.23,6.75,8.15,30,23,20,89,0,1,57740,78826,False,0,28,6,0.51,8,6,Low
CMR2023661,Emma Butler,23,Female,CIVIL,1,C,CMRIT,Prof. Kavya,8.5,7.97,7.87,7.73,5.21,7.71,9.54,5.01,8.23,26,27,28,90,3,5,43131,30401,False,0,30,7,0.49,8,2,Low
CMR2023184,Lindsay Martinez,18,Male,MECH,4,C,CMRIT,Prof. Meena,7.63,8.51,6.28,6.83,8.03,5.35,9.65,6.04,7.29,27,21,27,73,0,1,20912,99614,False,0,67,9,0.34,9,5,Medium
CMR2023644,Edwin Nunez,21,Male,AIML,3,A,CMRIT,Prof. Meena,9.68,7.75,7.7,6.94,8.81,5.65,9.23,6.3,7.75,21,22,20,75,7,4,41921,131314,True,3,35,6,0.73,7,4,Low
CMR2023643,Courtney Smith,23,Male,ECE,1,C,CMRIT,Dr. Arvind,9.91,5.75,6.43,5.64,9.2,7.96,8.5,6.83,7.83,25,26,21,89,1,3,5324,61260,False,0,36,9,0.71,13,1,Low
CMR2023525,Joseph Shaw,19,Female,CIVIL,2,B,CMRIT,Dr. Ramesh,7.37,6.12,5.02,6.78,8.1,7.81,8.92,9.78,6.32,27,25,29,73,8,4,145590,57444,True,0,57,9,0.34,14,4,Medium
CMR2023925,Brenda Smith,22,Female,CIVIL,3,B,CMRIT,Prof. Kavya,9.54,9.67,5.38,9.65,6.07,7.18,9.25,6.84,7.92,26,24,26,82,6,1,54157,23808,True,0,24,9,0.65,9,2,Low
CMR2024133,Caitlin Perry,21,Female,ECE,3,A,CMRIT,Dr. Ramesh,7.26,7.91,9.14,8.72,5.68,8.2,9.63,6.42,7.82,23,24,27,81,8,3,97971,33606,False,0,23,9,0.48,5,10,Low
CMR2023515,Dr. Kelly Hammond DVM,20,Male,MECH,3,C,CMRIT,Dr. Ramesh,7.45,9.53,5.26,6.19,6.53,7.24,7.16,5.2,7.03,30,27,30,64,3,7,26035,92272,True,1,99,4,0.81,0,5,High
CMR2024133,Caitlin Perry,21,Female,ECE,3,A,CMRIT,Dr. Ramesh,7.26,7.91,9.14,8.72,5.68,8.2,9.63,6.42,7.82,23,24,27,81,8,3,97971,33606,False,0,23,9,0.48,5,10,Low
CMR2023387,James Padilla,19,Female,MECH,1,C,CMRIT,Dr. Ramesh,6.3,8.92,5.55,9.74,5.38,6.65,8.06,9.06,7.61,24,22,22,80,7,1,125768,36431,True,2,38,8,0.92,14,7,Low
CMR2023199,Nathan Freeman,19,Female,CIVIL,4,A,CMRIT,Dr. Ramesh,5.9,7.93,9.47,7.73,6.97,6.62,5.12,7.27,7.13,23,27,21,45,8,6,70557,89954,True,0,31,4,0.79,10,6,High
CMR2023208,Dr. William Warren,18,Male,ECE,4,A,CMRIT,Dr. Ramesh,7.6,8.29,6.56,7.89,6.56,9.46,6.6,5.96,7.37,24,28,25,75,8,1,120635,35841,False,0,39,5,0.49,0,10,Medium
CMR2023552,Diana Hays,22,Female,AIML,2,A,CMRIT,Dr. Arvind,8.81,5.86,9.83,6.92,7.71,5.09,5.8,7.86,7.86,29,24,27,98,3,4,37653,30082,True,3,48,5,0.62,2,3,Low
CMR2023433,Chad Jones,21,Male,CSE,2,B,CMRIT,Prof. Meena,7.62,9.2,8.8,5.29,7.47,7.06,8.7,9.17,7.73,20,25,29,60,3,5,111570,6460,False,0,46,8,0.86,8,8,Medium
CMR2023255,Kristen Davis,23,Male,CIVIL,3,B,CMRIT,Dr. Ramesh,7.14,9.96,7.06,5.28,6.22,6.17,6.56,5.42,6.97,21,24,21,72,6,4,93498,49506,True,2,24,7,0.76,6,10,Medium
CMR2023237,David Davis,20,Female,MECH,3,C,CMRIT,Dr. Ramesh,5.94,9.42,5.44,6.95,5.89,9.79,5.38,5.82,7.24,21,22,27,62,6,7,44452,58544,True,2,73,9,0.68,2,8,High
CMR2023825,Monica Ellis,23,Female,ECE,4,A,CMRIT,Prof. Kavya,8.51,9.45,7.13,7.24,8.83,5.13,7.86,5.79,7.49,28,24,25,95,5,5,41026,75905,True,1,41,9,0.37,5,4,Medium
CMR2023109,Sharon Cochran,23,Female,CIVIL,1,A,CMRIT,Dr. Arvind,9.04,6.36,5.32,8.56,7.88,5.39,7.28,6.8,7.7,27,29,22,87,8,0,101387,46237,False,0,33,8,0.77,1,4,Low
CMR2023710,Anthony Jones,21,Male,CSE,2,A,CMRIT,Prof. Meena,9.35,6.38,6.2,8.88,7.94,5.59,5.91,5.61,7.7,24,20,30,96,4,3,74408,147727,True,1,40,7,0.87,4,6,Low
CMR2023220,Courtney Mills,21,Female,MECH,1,A,CMRIT,Dr. Arvind,9.78,7.16,9.59,9.29,6.67,6.34,5.49,8.27,8.47,26,27,30,93,1,0,68385,56098,False,0,43,6,0.68,10,1,Low
CMR2023141,David Douglas Jr.,21,Female,CSE,1,B,CMRIT,Dr. Arvind,5.06,9.34,7.62,8.72,8.62,6.12,9.78,9.37,7.2,28,28,29,93,8,0,29967,118468,True,3,64,9,0.77,6,3,Medium
CMR2023196,Daniel Salinas,23,Female,AIML,2,A,CMRIT,Prof. Kavya,5.92,8.81,8.06,6.33,7.84,6.15,6.16,8.44,7.28,25,21,27,48,2,3,40150,136681,False,0,67,5,0.9,7,8,High
CMR2023684,James Whitaker,19,Female,CIVIL,4,A,CMRIT,Dr. Ramesh,5.68,7.1,6.95,9.67,9.62,8.97,6.87,7.41,7.78,20,25,28,92,1,5,20466,28977,True,2,20,8,0.42,7,2,Low
CMR2023251,Olivia Harris,18,Female,CIVIL,1,B,CMRIT,Prof. Meena,7.61,8.38,5.6,6.97,8.48,9.89,8.71,9.46,8.0,22,21,25,57,4,6,57189,93770,True,3,35,5,0.89,11,8,High
CMR2023135,Jose Schultz,18,Male,MECH,4,C,CMRIT,Prof. Meena,7.02,9.83,6.92,5.19,6.0,6.87,5.07,6.61,6.69,28,23,20,59,2,1,6081,70227,True,2,59,5,0.37,8,10,High
CMR2024163,Amber Martin,22,Female,CIVIL,4,A,CMRIT,Prof. Kavya,5.75,7.53,9.56,7.24,6.13,6.34,9.85,9.78,7.77,20,26,22,61,6,2,145756,64652,True,2,64,9,0.79,7,4,Medium
CMR2024012,Peter Thompson,21,Female,EEE,4,C,CMRIT,Dr. Arvind,5.0,6.69,7.71,7.53,9.72,8.43,6.92,8.31,7.54,24,29,30,76,8,5,52369,58584,False,0,46,6,0.73,10,7,Low
CMR2023748,Jenna Wilson,21,Female,AIML,4,C,CMRIT,Dr. Arvind,7.88,7.63,8.26,7.57,6.0,8.68,5.1,6.1,7.15,26,26,26,74,5,3,10488,49064,True,0,20,6,0.96,11,3,Medium
CMR2023309,Dawn Summers,20,Male,ECE,3,B,CMRIT,Prof. Meena,9.73,9.11,8.79,5.06,8.27,9.95,9.76,9.33,8.48,23,23,23,67,6,3,129371,66269,False,0,79,6,0.85,5,4,High
CMR2024050,Alejandro Deleon,23,Male,ECE,1,C,CMRIT,Dr. Arvind,8.57,7.86,9.97,7.59,6.08,9.69,6.86,8.83,8.21,20,21,27,83,0,0,11658,55059,False,0,32,4,0.35,5,10,High
CMR2023710,Anthony Jones,21,Male,CSE,2,A,CMRIT,Prof. Meena,9.35,6.38,6.2,8.88,7.94,5.59,5.91,5.61,7.7,24,20,30,96,4,3,74408,147727,True,1,40,7,0.87,4,6,Low
CMR2024077,David Carter,18,Female,CSE,1,C,CMRIT,Prof. Meena,7.48,9.91,9.88,8.35,5.14,5.65,5.37,5.65,8.7,21,28,22,93,0,4,149102,97492,True,1,49,9,0.4,9,8,Low
CMR2023460,Kelsey Rodriguez,18,Female,MECH,2,A,CMRIT,Prof. Meena,6.85,9.37,5.88,9.69,9.61,6.61,6.46,9.47,7.95,23,29,27,91,5,2,125374,69237,False,0,50,5,0.98,8,2,Low
CMR2023065,Amber Kidd,23,Female,MECH,1,A,CMRIT,Dr. Ramesh,5.23,8.21,7.88,8.26,8.83,7.08,8.19,7.49,6.72,30,28,24,68,6,7,84192,131601,True,3,58,7,0.35,0,3,High
CMR2023322,Johnathan Davis,19,Female,AIML,2,B,CMRIT,Dr. Arvind,7.88,9.84,6.01,9.31,7.41,9.76,6.8,6.89,8.26,27,27,26,78,8,2,137459,118621,True,3,22,7,0.6,1,5,Low
CMR2023109,Sharon Cochran,23,Female,CIVIL,1,A,CMRIT,Dr. Arvind,9.04,6.36,5.32,8.56,7.88,5.39,7.28,6.8,7.7,27,29,22,87,8,0,101387,46237,False,0,33,8,0.77,1,4,Low
CMR2023516,William Day,21,Female,CSE,3,C,CMRIT,Prof. Meena,6.68,9.02,9.27,8.92,7.04,6.71,9.71,8.6,7.94,28,23,27,97,1,0,78830,74906,True,3,30,9,0.94,13,9,Low
CMR2023938,Amy Ramirez,22,Female,AIML,1,B,CMRIT,Dr. Ramesh,9.56,5.7,7.18,5.92,9.41,8.09,5.45,5.79,7.63,27,24,22,97,1,5,41394,39346,True,2,31,7,0.62,14,3,Low
CMR2023123,Michelle Harmon,20,Female,ECE,2,A,CMRIT,Dr. Ramesh,6.96,7.75,7.45,5.27,5.02,5.44,9.12,8.13,6.86,27,23,21,70,7,4,11746,59251,True,2,30,7,0.89,4,7,Medium
CMR2023947,Ariel Sandoval,20,Female,CIVIL,3,A,CMRIT,Dr. Ramesh,6.53,8.13,6.57,9.79,7.89,9.85,7.09,6.92,8.13,25,21,22,87,5,0,19217,115546,True,3,73,9,0.64,9,4,Medium
CMR2023816,Tamara Riddle,18,Female,AIML,1,B,CMRIT,Prof. Kavya,8.08,7.72,5.57,6.34,7.76,7.89,6.16,6.87,7.9,21,26,29,40,1,4,7061,59350,True,1,23,5,0.82,9,9,High
CMR2023886,Jordan Williams,23,Female,CIVIL,1,C,CMRIT,Prof. Kavya,5.15,8.04,9.36,8.73,6.06,8.34,5.06,8.85,6.59,30,21,29,57,1,3,129683,132085,False,0,37,6,0.54,2,9,High
CMR2023537,Bianca Wood,20,Male,MECH,3,C,CMRIT,Prof. Kavya,9.26,7.87,9.89,8.96,9.12,6.98,9.12,9.4,8.68,28,28,20,83,5,7,141201,32214,True,2,90,9,0.96,11,4,High
CMR2024075,Brandon Kelly,18,Female,EEE,4,A,CMRIT,Prof. Meena,6.6,8.7,8.9,6.78,7.03,8.4,7.24,6.38,7.5,20,23,26,52,0,5,19523,131165,False,0,57,9,0.68,12,4,High
CMR2023241,Matthew Moon,20,Male,CIVIL,4,A,CMRIT,Prof. Kavya,8.39,5.58,5.12,8.09,6.1,6.79,6.63,8.04,6.84,23,29,28,72,6,3,63233,77856,True,0,30,8,0.89,10,2,Medium
CMR2023447,Shelly Spencer,20,Female,MECH,1,A,CMRIT,Prof. Kavya,9.61,9.43,9.83,9.71,5.99,9.86,8.76,5.65,9.52,25,20,21,52,2,4,86074,42083,False,0,78,7,0.42,0,3,High
CMR2023712,Timothy Edwards,19,Female,CIVIL,3,C,CMRIT,Prof. Kavya,7.16,9.53,8.99,6.3,9.22,8.25,8.39,5.24,8.24,27,23,30,69,7,2,47886,11636,False,0,63,9,0.87,3,8,Medium
CMR2023177,Michael Wang,18,Female,ECE,2,A,CMRIT,Dr. Arvind,5.94,9.41,7.19,6.25,8.57,8.23,9.14,6.1,7.2,21,26,30,66,3,1,67799,140426,False,0,56,9,0.82,12,5,Medium
CMR2023002,Angie Henderson,21,Female,EEE,3,A,CMRIT,Dr. Arvind,6.78,8.35,8.51,8.42,5.36,8.17,7.67,6.22,7.6,27,26,24,98,5,3,62570,90008,True,1,24,6,0.58,1,4,Low
CMR2023577,Raymond Le,23,Female,MECH,4,B,CMRIT,Dr. Arvind,8.21,6.0,5.21,7.26,5.02,6.78,9.94,9.67,7.26,30,25,26,75,1,2,6949,87619,False,0,30,5,0.89,9,9,Medium
CMR2024077,David Carter,18,Female,CSE,1,C,CMRIT,Prof. Meena,7.48,9.91,9.88,8.35,5.14,5.65,5.37,5.65,8.7,21,28,22,93,0,4,149102,97492,True,1,49,9,0.4,9,8,Low
CMR2023407,Jeremy Turner,20,Male,CSE,4,A,CMRIT,Dr. Ramesh,8.01,6.65,6.12,9.7,9.61,6.26,8.52,5.34,7.53,22,24,21,77,7,4,145095,68281,False,0,71,8,0.34,11,2,Medium
CMR2024106,Martha Smith,21,Male,CSE,1,A,CMRIT,Dr. Ramesh,9.98,8.01,8.22,6.48,8.93,5.83,6.13,5.19,9.0,24,20,20,64,8,4,78635,120556,False,0,86,7,0.62,4,9,High
CMR2023515,Dr. Kelly Hammond DVM,20,Male,MECH,3,C,CMRIT,Dr. Ramesh,7.45,9.53,5.26,6.19,6.53,7.24,7.16,5.2,7.03,30,27,30,64,3,7,26035,92272,True,1,99,4,0.81,0,5,High
CMR2023518,Penny Bowman,18,Female,CIVIL,2,A,CMRIT,Dr. Ramesh,8.58,6.93,8.13,5.96,9.09,8.54,7.48,8.53,7.4,27,24,30,96,8,3,21060,121003,True,0,30,5,0.98,4,3,Medium
CMR2023244,Shannon Rivera,22,Female,AIML,1,A,CMRIT,Prof. Kavya,6.31,9.78,9.17,7.36,8.27,9.46,7.09,7.46,8.04,30,23,20,76,6,4,36288,77670,False,0,28,8,0.82,9,8,Low
CMR2024194,Sharon Newton,18,Male,CIVIL,4,A,CMRIT,Dr. Ramesh,7.24,9.05,7.44,8.88,7.64,7.56,8.67,9.6,8.26,26,29,23,55,4,8,48049,14590,False,0,24,8,0.97,14,9,High
CMR2023861,Bonnie Valencia,20,Female,CSE,3,A,CMRIT,Prof. Kavya,8.02,8.94,7.73,5.89,9.02,5.12,6.05,6.91,7.45,22,20,23,82,7,8,139674,102451,False,0,55,9,0.98,11,1,High
CMR2023968,Courtney Chapman,19,Male,MECH,1,C,CMRIT,Dr. Arvind,5.7,7.11,6.16,9.99,8.67,6.78,5.14,8.64,6.41,26,27,26,74,3,6,130550,30767,False,0,81,7,0.91,2,9,High
CMR2023413,Joanna Pacheco,21,Male,EEE,4,B,CMRIT,Dr. Ramesh,6.12,6.9,8.3,7.66,8.3,5.16,8.81,9.69,7.62,29,25,24,91,1,8,61765,12168,False,0,99,7,0.91,12,1,High
CMR2023885,Kenneth Sharp,18,Male,AIML,2,C,CMRIT,Prof. Meena,9.56,9.99,5.08,8.88,9.18,9.1,9.34,8.65,8.38,27,20,23,43,2,0,112009,55852,True,2,54,5,0.94,8,7,High
CMR2023186,Jonathan Peterson,22,Female,ECE,3,C,CMRIT,Dr. Arvind,9.22,7.06,8.17,9.13,6.62,6.2,7.73,6.88,7.73,28,24,25,41,8,2,123594,122309,False,0,20,9,0.32,4,10,High
CMR2024168,Timothy Monroe,19,Female,EEE,1,B,CMRIT,Dr. Ramesh,5.19,8.37,9.73,6.83,6.09,7.29,9.19,5.99,6.78,26,27,20,99,6,5,38895,122925,False,0,41,8,0.84,1,6,Medium
CMR2023878,Michelle Jackson,20,Male,EEE,4,B,CMRIT,Prof. Kavya,6.86,9.63,9.21,7.15,5.8,9.21,6.23,7.02,7.64,28,30,25,78,7,3,110785,73779,False,0,29,6,0.7,4,6,Low
CMR2023057,Richard Aguirre,18,Female,MECH,1,C,CMRIT,Prof. Kavya,8.59,6.46,5.01,6.76,7.85,5.94,8.34,7.62,7.53,25,21,28,87,0,5,147627,137992,True,3,80,4,0.74,5,5,High
CMR2023643,Courtney Smith,23,Male,ECE,1,C,CMRIT,Dr. Arvind,9.91,5.75,6.43,5.64,9.2,7.96,8.5,6.83,7.83,25,26,21,89,1,3,5324,61260,False,0,36,9,0.71,13,1,Low
CMR2024151,Robert West,23,Female,CSE,2,A,CMRIT,Prof. Meena,9.69,9.92,8.84,9.34,8.95,8.98,6.98,7.87,9.45,30,29,27,91,7,4,104436,144873,True,3,20,8,0.52,7,2,Low
CMR2023283,Shelia Wallace,20,Male,ECE,2,C,CMRIT,Prof. Meena,7.23,6.03,7.72,8.94,8.26,8.49,9.44,8.91,7.48,26,23,24,73,8,4,27093,14691,False,0,69,9,0.8,14,3,Medium
CMR2023176,Michael Elliott,23,Male,MECH,4,C,CMRIT,Prof. Meena,7.62,8.2,6.55,6.74,7.7,9.02,7.21,6.83,7.48,24,22,24,100,7,4,7767,5024,True,2,56,7,0.67,11,8,Medium
CMR2023324,Natalie Bautista,18,Male,EEE,2,A,CMRIT,Prof. Meena,9.79,8.86,8.76,6.74,8.55,8.17,6.84,5.29,8.54,26,26,23,56,7,2,68531,130232,True,2,100,9,0.77,11,3,High
CMR2023133,Daniel Kennedy,21,Male,CIVIL,3,C,CMRIT,Prof. Kavya,9.73,9.5,8.27,6.11,6.12,9.36,7.1,9.43,8.18,25,24,29,70,3,8,82083,126572,True,3,26,9,0.71,9,2,High
CMR2023201,Ricky Davis II,18,Female,AIML,2,C,CMRIT,Prof. Meena,7.27,7.21,8.01,5.03,9.41,6.39,8.14,9.1,6.88,23,20,22,93,4,5,43864,19434,False,0,24,5,0.9,10,10,Medium
CMR2023027,Stephanie Ross,21,Female,EEE,3,C,CMRIT,Prof. Meena,6.53,8.11,8.05,8.7,9.74,6.04,6.06,8.3,7.86,22,23,22,42,3,4,149701,24677,True,0,72,7,0.78,7,5,High
CMR2024012,Peter Thompson,21,Female,EEE,4,C,CMRIT,Dr. Arvind,5.0,6.69,7.71,7.53,9.72,8.43,6.92,8.31,7.54,24,29,30,76,8,5,52369,58584,False,0,46,6,0.73,10,7,Low
CMR2023680,Suzanne Wood,22,Female,EEE,1,C,CMRIT,Prof. Kavya,5.63,9.72,5.66,9.41,8.82,6.79,9.25,8.16,7.68,29,28,22,63,2,1,104651,8851,False,0,30,8,0.9,12,10,Medium
CMR2024052,Lindsay Smith,23,Male,ECE,2,B,CMRIT,Prof. Meena,10.0,6.84,8.37,6.78,7.64,7.04,7.45,7.27,8.0,22,28,28,79,0,1,61203,75802,True,1,49,6,0.87,12,4,Low
CMR2023120,Larry Dixon,23,Female,AIML,2,B,CMRIT,Dr. Arvind,8.67,6.47,5.89,5.01,8.51,7.86,9.25,8.85,6.51,29,20,22,60,2,1,88418,62906,True,3,38,6,0.82,3,6,Medium
CMR2023297,William Barrett,19,Female,MECH,2,C,CMRIT,Dr. Arvind,5.96,8.39,9.96,8.46,7.66,6.26,7.8,7.27,8.19,26,30,30,71,5,8,18595,89672,False,0,72,6,0.39,8,8,High
CMR2023482,Evelyn Martinez,23,Female,CIVIL,3,A,CMRIT,Dr. Arvind,7.11,8.31,7.9,9.67,5.17,9.53,6.93,5.24,7.95,23,22,20,94,5,3,42474,13942,True,1,70,6,0.31,7,8,Medium
CMR2023825,Monica Ellis,23,Female,ECE,4,A,CMRIT,Prof. Kavya,8.51,9.45,7.13,7.24,8.83,5.13,7.86,5.79,7.49,28,24,25,95,5,5,41026,75905,True,1,41,9,0.37,5,4,Medium
CMR2023146,Victoria Larson,20,Female,CIVIL,2,A,CMRIT,Prof. Kavya,8.12,6.45,6.73,8.36,9.91,8.25,9.79,7.52,7.42,30,25,21,73,1,0,97337,130926,False,0,88,6,0.91,6,1,High
CMR2023723,Todd Reynolds,19,Male,AIML,4,B,CMRIT,Prof. Meena,6.16,8.99,9.93,5.93,7.19,6.95,8.82,7.3,7.66,25,29,28,100,4,3,145185,129558,False,0,65,5,0.89,14,4,Medium
CMR2023109,Sharon Cochran,23,Female,CIVIL,1,A,CMRIT,Dr. Arvind,9.04,6.36,5.32,8.56,7.88,5.39,7.28,6.8,7.7,27,29,22,87,8,0,101387,46237,False,0,33,8,0.77,1,4,Low
CMR2023517,Michael Cooper,19,Male,AIML,1,A,CMRIT,Dr. Arvind,5.32,7.86,6.18,5.44,5.38,8.62,8.68,6.71,6.59,29,21,22,51,1,1,125786,91743,True,0,27,9,0.4,14,2,High
CMR2023295,John Young,18,Male,MECH,1,C,CMRIT,Prof. Meena,8.36,6.76,9.06,9.14,6.79,5.89,8.84,8.49,7.56,20,21,27,83,5,3,102119,55591,False,0,21,5,0.82,12,5,Low
CMR2024077,David Carter,18,Female,CSE,1,C,CMRIT,Prof. Meena,7.48,9.91,9.88,8.35,5.14,5.65,5.37,5.65,8.7,21,28,22,93,0,4,149102,97492,True,1,49,9,0.4,9,8,Low
CMR2023726,Christian Dawson,18,Female,AIML,3,B,CMRIT,Prof. Kavya,7.35,5.19,8.7,9.88,7.83,8.08,9.81,7.21,7.84,21,30,29,77,7,0,98872,41006,False,0,48,6,0.44,11,6,Low
CMR2024008,Karen Keith,18,Female,EEE,2,C,CMRIT,Prof. Kavya,6.35,5.96,9.03,8.37,7.69,6.15,6.19,6.04,7.43,25,21,28,91,4,2,104942,119341,False,0,24,8,0.6,12,6,Medium
CMR2023984,Carla Jones,19,Female,MECH,2,B,CMRIT,Dr. Arvind,6.83,9.3,5.72,5.88,8.61,5.54,6.28,7.36,6.93,25,27,26,80,4,3,127305,53445,True,0,62,6,0.71,11,5,Medium
CMR2023802,Reginald Morrow,22,Male,CSE,1,B,CMRIT,Dr. Ramesh,9.69,6.05,9.59,7.37,5.58,5.53,8.45,8.74,7.87,29,27,30,86,8,4,113774,16950,True,3,39,6,0.78,9,1,Low
